Transaction_ID,User_ID,Customer_Name,Gender,Age,Occupation,City,Transaction_Date,Month,Year,Expense_Category,Merchant,Expense_Amount,Monthly_Income,Budget_Allocated,Estimated_Savings,Expense_to_Income_Percent,Payment_Method,Transaction_Status,Recurring_Expense,Credit_Score,User_Rating,Budget_Risk_Level
8118,USR108118,Hemani Lata,Male,34.0,Doctor,Hyderabad,2026-05-24,May,2026.0,Food,Swiggy,1529.0,57629.0,29079.55,45110.0,2.65,Credit Card,Completed,Yes,602.0,3.6,Low
8119,USR108119,Ayushman Mani,Male,57.0,Analyst,Bengaluru,2025-11-07,June,2025.0,Utilities,Swiggy,3812.0,23019.0,15140.03,16065.0,16.56,Wallet,Completed,Yes,626.0,3.7,Low
8120,USR108120,Urmi Srivastava,Male,49.0,Business Owner,Coimbatore,2024-02-11,October,2024.0,Food,IRCTC,5139.0,60039.0,36821.66,55137.0,8.23,Wallet,Completed,No,705.0,4.8,Low
8121,USR108121,Arya Bains,Female,46.0,Designer,Pune,2023-06-17,June,2023.0,Food,Flipkart,892.0,99099.0,67844.76,93648.0,0.9,Debit Card,Completed,Yes,544.0,4.6,Low
8122,USR108122,Kavya Madan,Female,42.0,Business Owner,Pune,2023-09-02,September,2023.0,Transport,Ola,2401.0,61152.0,28168.27,53230.0,3.93,Net Banking,Completed,Yes,626.0,3.3,Low
8124,USR108124,Raagini Randhawa,Female,45.0,Teacher,Pune,2023-10-10,October,2023.0,Food,Reliance,272.0,102781.0,36600.59,94235.0,7.44,Wallet,Completed,No,851.0,3.0,Low
8125,USR108125,Pratyush Soman,Female,33.0,Business Owner,Hyderabad,2024-09-01,September,2024.0,Transport,Ola,6655.0,26244.0,18619.65,16592.0,25.36,Credit Card,Completed,Yes,827.0,3.0,Medium
8126,USR108126,Pratyush Soman,Female,47.0,Student,Pune,2026-03-10,March,2024.0,Shopping,Flipkart,2286.0,79806.0,48666.2,74776.0,2.86,Net Banking,Completed,Yes,714.0,3.3,Low
8127,USR108127,Pratyush Soman,Female,39.0,Sales Executive,Pune,2024-11-18,November,2024.0,Shopping,Swiggy,2198.0,60039.0,26118.58,23372.0,5.9,Wallet,Completed,Yes,626.0,3.8,Low
8128,USR108128,Lavanya Kari,Female,22.0,Sales Executive,Mumbai,2023-11-15,June,2023.0,Entertainment,PVR,6144.0,47474.0,29748.87,33383.0,12.94,Debit Card,Completed,Yes,713.0,3.8,Low
8129,USR108129,Maya Deshpande,Male,50.0,Teacher,Pune,2025-10-06,October,2025.0,Education,Udemy,6726.0,100323.0,65270.45,86727.0,7.44,Debit Card,Completed,Yes,767.0,3.2,Low
8130,USR108130,Unni Warrior,Male,39.0,Student,Pune,2025-05-21,May,2024.0,Shopping,Reliance,7009.0,24545.0,17414.17,13889.0,28.56,Net Banking,Completed,Yes,771.0,3.7,Medium
8131,USR108131,Zehaan Bhatti,Male,21.0,Business Owner,Chennai,2025-01-06,January,2025.0,Shopping,Reliance,4922.0,23152.0,17232.42,6510.0,33.73,Wallet,Completed,No,801.0,3.8,Medium
8132,USR108132,Vyanjana Brahmbhatt,Male,40.0,Doctor,Kochi,2024-02-11,November,2024.0,Travel,IRCTC,12300.0,151743.0,98924.31,135620.0,8.11,Cash,Completed,Yes,594.0,4.0,Low
8134,USR108134,Ayush Prasad,Male,23.0,Doctor,Pune,2024-03-06,March,2024.0,Utilities,Airtel,7218.0,37851.0,19745.47,21952.0,19.07,Cash,Completed,Yes,568.0,3.8,Low
8135,USR108135,Yamini Kalita,Male,36.0,Software Engineer,Kochi,2024-02-11,August,2025.0,Food,Swiggy,6025.0,60039.0,39555.32,49620.0,9.87,Credit Card,Pending,No,363.0,4.9,Low
8136,USR108136,Neel Sheth,Male,25.0,Doctor,Coimbatore,2023-08-29,August,2023.0,Healthcare,Apollo,7938.0,36786.0,27360.81,21300.0,21.58,Debit Card,Completed,No,804.0,3.1,Medium
8137,USR108137,Ekapad Oak,Female,39.0,Designer,Hyderabad,2025-06-03,June,2025.0,Shopping,Amazon,4922.0,22628.0,12170.47,10325.0,32.01,Debit Card,Completed,No,622.0,2.8,Medium
8138,USR108138,Zehaan Magar,Male,53.0,Analyst,Coimbatore,2026-01-07,January,2026.0,Shopping,Amazon,5453.0,79492.0,46138.31,65189.0,6.86,Wallet,Completed,Yes,802.0,3.8,Low
8139,USR108139,Pooja Sathe,Male,52.0,Analyst,Pune,2024-05-22,May,2024.0,Travel,IndiGo,2924.0,35496.0,21750.73,24801.0,7.44,Credit Card,Completed,No,489.0,4.6,Low
8140,USR108140,Aarnav Acharya,Male,22.0,Designer,Pune,2023-06-19,June,2023.0,Food,IndiGo,9377.0,46367.0,31842.32,27958.0,20.22,Net Banking,Completed,Yes,801.0,3.1,Medium
8141,USR108141,Timothy Kar,Male,56.0,Business Owner,Mumbai,2024-04-18,April,2024.0,Travel,IndiGo,4922.0,37611.0,23384.87,3152.0,64.41,Wallet,Completed,No,894.0,2.8,High
8142,USR108142,Pratyush Soman,Female,38.0,Software Engineer,Mumbai,2023-11-13,November,2023.0,Education,Udemy,4922.0,25962.0,12036.97,11772.0,16.48,Credit Card,Completed,Yes,638.0,3.1,Low
8143,USR108143,Pratyush Soman,Female,57.0,Analyst,Bengaluru,2024-02-11,October,2023.0,Insurance,LIC,5794.0,44380.0,28678.74,33754.0,13.06,Cash,Completed,Yes,828.0,4.2,Low
8144,USR108144,Ishani Sheth,Female,57.0,Doctor,Pune,2023-09-17,September,2023.0,Shopping,Swiggy,4922.0,60039.0,67127.84,133325.0,2.79,Net Banking,Completed,No,686.0,4.0,Low
8145,USR108145,Pratyush Soman,Female,44.0,Sales Executive,Mumbai,2025-08-18,August,2025.0,Rent,Apartment,4922.0,26399.0,17471.58,13340.0,19.2,Net Banking,Completed,Yes,384.0,4.2,Low
8146,USR108146,Pratyush Soman,Male,55.0,Student,Chennai,2023-04-27,April,2023.0,Healthcare,Apollo,1051.0,60039.0,69803.61,146777.0,0.69,Wallet,Completed,No,670.0,4.6,Low
8147,USR108147,Nakul Sehgal,Female,39.0,Sales Executive,Mumbai,2025-03-28,March,2025.0,Food,Swiggy,1395.0,33321.0,18607.08,23988.0,4.19,Wallet,Completed,Yes,384.0,2.8,Low
8148,USR108148,Urvi Prasad,Male,48.0,Business Owner,Chennai,2024-02-11,June,2024.0,Insurance,HDFC Ergo,6452.0,78229.0,52749.22,47297.0,8.25,Wallet,Completed,Yes,396.0,3.8,Low
8149,USR108149,Pratyush Soman,Female,26.0,Analyst,Kochi,2024-12-05,December,2024.0,Entertainment,Netflix,1129.0,60039.0,12652.41,12150.0,4.54,Wallet,Completed,No,535.0,4.2,Low
8150,USR108150,Vidhi Patil,Male,41.0,Doctor,Pune,2024-09-10,September,2024.0,Shopping,Amazon,1589.0,147778.0,97371.27,47297.0,1.08,Net Banking,Completed,Yes,626.0,4.6,Low
8151,USR108151,Anmol Wable,Female,56.0,Analyst,Chennai,2024-04-24,April,2024.0,Food,Swiggy,7053.0,23896.0,15613.7,5140.0,29.52,UPI,Completed,Yes,626.0,3.8,Medium
8152,USR108152,Maanav Sha,Female,22.0,Teacher,Hyderabad,2025-10-11,October,2025.0,Shopping,Reliance,4922.0,26972.0,17600.85,19187.0,7.44,Cash,Pending,Yes,611.0,2.6,Low
8153,USR108153,Chavvi Sathe,Male,45.0,Doctor,Pune,2023-08-10,June,2023.0,Entertainment,PVR,3011.0,47207.0,34196.54,32495.0,7.44,Debit Card,Completed,Yes,365.0,4.2,Low
8154,USR108154,Bina Chandra,Male,51.0,Designer,Kochi,2024-02-11,October,2025.0,Food,Swiggy,4719.0,60039.0,12668.5,13333.0,7.44,Debit Card,Completed,Yes,578.0,2.9,Low
8155,USR100029,Gauri Chanda,Female,54.0,Student,Pune,2025-03-15,June,2025.0,Food,Swiggy,4922.0,43015.0,28021.3,34413.0,7.44,Credit Card,Completed,Yes,613.0,3.6,Low
8157,USR100029,Dalaja Comar,Female,18.0,Designer,Hyderabad,2026-05-10,May,2026.0,Insurance,HDFC Ergo,5760.0,47527.0,28955.53,37639.0,12.12,UPI,Completed,Yes,743.0,4.1,Low
8158,USR108158,Pratyush Soman,Male,39.0,Teacher,Pune,2023-10-02,October,2023.0,Education,Coursera,705.0,35354.0,25872.43,24312.0,1.99,Debit Card,Failed,Yes,697.0,2.8,Low
8159,USR100029,Pratyush Soman,Female,22.0,Teacher,Kochi,2026-07-24,July,2024.0,Food,Flipkart,5631.0,27611.0,12840.89,14156.0,20.39,Wallet,Pending,No,731.0,3.8,Medium
8160,USR108160,Yasti Sachar,Female,39.0,Teacher,Bengaluru,2026-05-18,May,2026.0,Shopping,Amazon,5177.0,82894.0,36600.59,47297.0,6.25,Cash,Completed,No,880.0,3.8,Low
8161,USR108161,Kavya Gill,Female,48.0,Teacher,Mumbai,2023-09-17,September,2023.0,Healthcare,Apollo,4922.0,33408.0,20889.68,20687.0,7.44,Net Banking,Failed,No,793.0,3.8,Low
8162,USR108162,Ijaya Chana,Male,59.0,Doctor,Pune,2025-07-23,July,2025.0,Shopping,Amazon,7965.0,32745.0,19632.91,16897.0,24.32,Wallet,Completed,Yes,821.0,3.2,Medium
8163,USR108163,Isaiah Varma,Female,27.0,Teacher,Pune,2026-07-01,July,2026.0,Food,Zomato,7738.0,80882.0,53915.02,67315.0,7.44,Credit Card,Completed,Yes,414.0,4.0,Low
8164,USR108164,Wriddhish Natt,Male,28.0,Doctor,Pune,2024-12-19,December,2024.0,Healthcare,Apollo,2119.0,32856.0,15666.78,23105.0,6.45,Net Banking,Completed,Yes,682.0,3.8,Low
8165,USR108165,Praneel Swaminathan,Male,52.0,Sales Executive,Coimbatore,2026-03-08,March,2026.0,Utilities,Jio,130.0,98394.0,58861.52,87810.0,0.13,Wallet,Completed,Yes,358.0,2.9,Low
8166,USR100029,Ekta Kurian,Male,56.0,Doctor,Bengaluru,2024-11-29,November,2024.0,Travel,IndiGo,4922.0,57146.0,39362.31,39380.0,12.13,Debit Card,Completed,Yes,533.0,3.8,Low
8167,USR108167,Anita Sem,Female,31.0,Teacher,Pune,2024-02-22,February,2024.0,Food,Swiggy,4922.0,45353.0,26398.74,28344.0,17.18,Net Banking,Completed,Yes,719.0,4.9,Low
8168,USR108168,Jonathan Bakshi,Female,37.0,Analyst,Chennai,2023-11-17,November,2023.0,Transport,Swiggy,2649.0,99858.0,65598.1,47297.0,2.65,Wallet,Completed,No,881.0,3.8,Low
8169,USR108169,Ishanvi Varughese,Female,41.0,Business Owner,Pune,2023-05-20,May,2024.0,Food,Zomato,3574.0,23418.0,12073.05,8575.0,15.26,Credit Card,Failed,Yes,711.0,3.8,Low
8170,USR108170,Pratyush Soman,Female,31.0,Student,Pune,2025-01-25,January,2025.0,Education,Udemy,2444.0,147483.0,110546.3,47297.0,1.66,Wallet,Completed,Yes,480.0,4.9,Low
8172,USR108172,Chakrika Borra,Female,26.0,Teacher,Delhi,2024-08-19,August,2024.0,Food,Swiggy,4922.0,80116.0,54367.86,47297.0,6.36,Credit Card,Completed,Yes,658.0,2.6,Low
8173,USR108173,Falak Munshi,Female,19.0,Business Owner,Mumbai,2023-11-17,November,2023.0,Shopping,Flipkart,2415.0,43677.0,26667.94,34335.0,5.53,Cash,Completed,Yes,529.0,4.6,Low
8174,USR108174,Alka Krishnan,Female,39.0,Analyst,Pune,2024-07-31,July,2024.0,Food,Zomato,4922.0,97890.0,56040.07,78791.0,7.96,Net Banking,Completed,Yes,644.0,3.2,Low
8175,USR108175,Pratyush Soman,Female,56.0,Software Engineer,Pune,2026-01-10,January,2026.0,Food,Swiggy,7776.0,23143.0,10523.85,7440.0,7.44,Wallet,Completed,Yes,447.0,3.2,Medium
8176,USR108176,Damini Patla,Female,57.0,Business Owner,Pune,2025-04-07,April,2024.0,Food,Zomato,6857.0,98281.0,57528.04,85601.0,6.98,Wallet,Completed,Yes,713.0,3.6,Low
8177,USR108177,Jackson Mangat,Female,30.0,Designer,Hyderabad,2025-09-02,September,2025.0,Food,Swiggy,2193.0,150330.0,107834.48,136681.0,1.46,UPI,Completed,Yes,771.0,4.9,Low
8178,USR108178,Teerth Manne,Male,40.0,Teacher,Chennai,2025-12-03,December,2025.0,Transport,Uber,6627.0,61300.0,36600.59,49993.0,10.81,Cash,Completed,No,722.0,2.6,Low
8179,USR108179,Kala Magar,Male,39.0,Sales Executive,Pune,2025-05-31,May,2025.0,Entertainment,PVR,6681.0,152792.0,93076.93,141142.0,4.37,Net Banking,Completed,Yes,836.0,3.0,Low
8180,USR108180,Darpan Sarkar,Female,27.0,Analyst,Pune,2026-05-29,May,2026.0,Travel,IndiGo,4922.0,60039.0,47784.79,56496.0,19.14,Net Banking,Completed,No,873.0,2.9,Low
8181,USR108181,Yashasvi Das,Male,22.0,Analyst,Pune,2024-09-08,September,2024.0,Transport,Ola,7561.0,32621.0,16476.24,16339.0,23.18,UPI,Completed,Yes,355.0,3.2,Medium
8182,USR108182,Pratyush Soman,Female,58.0,Doctor,Mumbai,2024-12-16,December,2024.0,Entertainment,Netflix,4688.0,60273.0,36600.59,44271.0,7.78,Wallet,Completed,No,422.0,3.5,Low
8183,USR100029,Henry Kanda,Female,33.0,Sales Executive,Chennai,2023-10-18,October,2023.0,Entertainment,PVR,1560.0,78097.0,56987.87,74243.0,2.0,Wallet,Completed,Yes,414.0,2.9,Low
8184,USR108184,Girish Bakshi,Female,24.0,Sales Executive,Delhi,2026-04-01,April,2026.0,Education,Udemy,6170.0,25665.0,36600.59,15024.0,24.04,Net Banking,Completed,Yes,740.0,4.0,Medium
8185,USR108185,Pratyush Soman,Female,57.0,Business Owner,Kochi,2025-12-10,December,2024.0,Food,HDFC Ergo,7943.0,82691.0,44047.78,70981.0,9.61,Wallet,Completed,Yes,626.0,3.5,Low
8190,USR108190,Yug Issac,Female,34.0,Analyst,Hyderabad,2023-08-02,August,2024.0,Rent,Apartment,12075.0,24504.0,11688.4,4810.0,49.28,Net Banking,Completed,Yes,380.0,3.8,High
8192,USR108192,Januja Memon,Female,30.0,Designer,Kochi,2026-02-27,February,2026.0,Healthcare,Apollo,6606.0,22609.0,15459.21,47297.0,29.22,Credit Card,Completed,Yes,626.0,3.8,Medium
8193,USR100029,Qadim Raman,Female,53.0,Sales Executive,Kochi,2026-06-05,June,2026.0,Food,Coursera,4755.0,82169.0,36600.59,68446.0,5.79,Cash,Completed,Yes,626.0,3.9,Low
8194,USR108194,Pratyush Soman,Female,28.0,Teacher,Pune,2025-02-14,February,2025.0,Travel,IRCTC,4922.0,22849.0,36600.59,9710.0,48.39,Debit Card,Completed,Yes,438.0,3.4,High
8195,USR108195,Zinal Brar,Male,60.0,Business Owner,Pune,2023-02-27,February,2023.0,Transport,Ola,7312.0,149240.0,75628.42,138421.0,7.44,Credit Card,Completed,Yes,626.0,3.9,Low
8197,USR108197,Arjun Pall,Male,29.0,Sales Executive,Coimbatore,2024-02-11,August,2024.0,Transport,Ola,3297.0,34356.0,19852.26,25837.0,9.6,Cash,Completed,Yes,829.0,4.9,Low
8200,USR108200,Oeshi Chand,Male,22.0,Software Engineer,Coimbatore,2024-05-19,May,2024.0,Food,Zomato,5755.0,22719.0,36600.59,7421.0,25.33,Cash,Completed,Yes,879.0,3.8,Medium
8201,USR108201,Kritika Zacharia,Female,39.0,Teacher,Kochi,2024-06-02,June,2024.0,Travel,IndiGo,4922.0,34748.0,36600.59,16393.0,7.44,Wallet,Completed,No,781.0,3.8,Medium
8202,USR108202,Pratyush Soman,Male,36.0,Teacher,Delhi,2024-01-01,January,2024.0,Transport,Ola,3564.0,24236.0,12610.04,12975.0,14.71,Wallet,Pending,Yes,884.0,4.3,Low
8203,USR108203,Indrajit Rastogi,Male,39.0,Business Owner,Coimbatore,2026-05-02,May,2026.0,Travel,IndiGo,11346.0,99115.0,36600.59,85080.0,11.45,Net Banking,Completed,Yes,389.0,3.8,Low
8204,USR108204,Rajeshri Choudhry,Male,22.0,Designer,Bengaluru,2025-05-14,May,2024.0,Shopping,Swiggy,4922.0,148932.0,36600.59,142956.0,1.69,Wallet,Completed,Yes,686.0,3.2,Low
8205,USR100029,Fiyaz Zachariah,Female,18.0,Analyst,Mumbai,2025-12-23,December,2024.0,Shopping,Flipkart,5420.0,35013.0,19813.47,21619.0,15.48,Cash,Completed,No,827.0,3.7,Low
8207,USR108207,Jack Barman,Male,51.0,Business Owner,Pune,2026-03-08,June,2026.0,Food,Restaurant,1436.0,26179.0,36600.59,13347.0,5.49,Credit Card,Completed,No,794.0,4.9,Low
8210,USR108210,Unnati Bakshi,Female,28.0,Teacher,Hyderabad,2024-02-11,September,2025.0,Food,Jio,3037.0,33936.0,23948.67,20045.0,8.95,Wallet,Completed,Yes,621.0,2.6,Low
8211,USR108211,Kalpit Vasa,Male,31.0,Business Owner,Bengaluru,2024-02-11,April,2024.0,Utilities,TNEB,837.0,150851.0,91537.59,146922.0,0.55,Net Banking,Completed,Yes,697.0,2.5,Low
8212,USR108212,Gunbir Krishnamurthy,Female,56.0,Designer,Delhi,2026-06-25,June,2026.0,Travel,IndiGo,4402.0,25611.0,19137.43,16800.0,17.19,Net Banking,Completed,No,843.0,2.8,Low
8213,USR108213,Lavanya Shenoy,Male,18.0,Business Owner,Chennai,2025-05-05,May,2025.0,Transport,Swiggy,4922.0,58664.0,42371.76,41471.0,10.84,Net Banking,Completed,No,385.0,3.6,Low
8214,USR108214,Yash Palan,Female,29.0,Teacher,Kochi,2024-09-04,September,2024.0,Food,Swiggy,2128.0,60039.0,57543.55,47297.0,2.17,Debit Card,Completed,Yes,619.0,4.7,Low
8216,USR108216,Kiaan Cheema,Male,39.0,Business Owner,Mumbai,2023-12-25,December,2023.0,Transport,Metro,4922.0,101660.0,63484.59,92641.0,5.73,Wallet,Completed,No,639.0,4.7,Low
8217,USR108217,Pratyush Soman,Male,47.0,Business Owner,Chennai,2025-04-27,June,2025.0,Education,Coursera,5981.0,148381.0,83231.59,139422.0,4.03,Credit Card,Completed,Yes,626.0,4.0,Low
8218,USR108218,Yuvraj Bajaj,Female,25.0,Student,Coimbatore,2024-02-11,July,2024.0,Food,Pharmacy,4407.0,80899.0,54233.16,67122.0,5.45,Net Banking,Completed,Yes,537.0,3.8,Low
8219,USR108219,Baljiwan Chhabra,Female,19.0,Teacher,Kochi,2024-04-13,April,2024.0,Insurance,HDFC Ergo,232.0,77367.0,51026.46,72063.0,0.3,Debit Card,Completed,Yes,626.0,2.6,Low
8220,USR108220,Finn Chaudhary,Female,44.0,Doctor,Kochi,2026-07-09,July,2026.0,Shopping,Flipkart,4929.0,23624.0,36600.59,15204.0,20.86,Cash,Completed,Yes,397.0,4.3,Low
8221,USR108221,Gauri Jaggi,Female,51.0,Business Owner,Hyderabad,2024-02-11,June,2024.0,Healthcare,Pharmacy,6497.0,34089.0,17213.7,21417.0,19.06,UPI,Completed,No,511.0,3.8,Low
8222,USR100029,Avi Bains,Male,41.0,Business Owner,Mumbai,2025-12-30,June,2025.0,Food,Restaurant,4447.0,36013.0,17760.06,23706.0,12.35,Net Banking,Completed,No,626.0,4.1,Low
8223,USR100029,Isaac Dasgupta,Female,59.0,Designer,Mumbai,2023-03-30,March,2023.0,Shopping,Flipkart,7497.0,26762.0,15182.87,16871.0,28.01,UPI,Completed,No,495.0,3.8,Medium
8225,USR100029,Pratyush Soman,Female,48.0,Student,Hyderabad,2026-02-19,February,2026.0,Insurance,LIC,2550.0,36937.0,20550.98,31295.0,6.9,Wallet,Completed,Yes,573.0,4.2,Low
8226,USR108226,Robert Pandya,Female,26.0,Designer,Pune,2025-07-29,July,2025.0,Utilities,TNEB,1537.0,42993.0,29844.15,35065.0,3.58,Credit Card,Completed,Yes,588.0,3.6,Low
8227,USR108227,Gaurang Gill,Female,28.0,Teacher,Pune,2025-01-07,January,2025.0,Shopping,Reliance,6224.0,58891.0,36600.59,46453.0,10.57,Cash,Completed,No,784.0,4.7,Low
8228,USR108228,Mitali Loke,Female,40.0,Doctor,Delhi,2024-08-05,August,2024.0,Insurance,HDFC Ergo,4922.0,60882.0,39124.11,49771.0,7.44,Net Banking,Completed,Yes,626.0,4.5,Low
8229,USR108229,Urvashi Bora,Female,47.0,Software Engineer,Pune,2024-07-12,June,2024.0,Food,Swiggy,2194.0,46467.0,31019.5,34388.0,4.72,Credit Card,Completed,No,521.0,4.5,Low
8231,USR100029,Pratyush Soman,Female,43.0,Analyst,Coimbatore,2023-08-15,August,2023.0,Utilities,Swiggy,6021.0,60039.0,26406.72,47297.0,14.22,Net Banking,Completed,Yes,467.0,3.8,Low
8232,USR108232,Azaan Babu,Female,57.0,Analyst,Chennai,2024-07-10,July,2024.0,Food,Zomato,3411.0,58186.0,40983.35,43647.0,5.86,Credit Card,Completed,Yes,626.0,3.1,Low
8233,USR108233,Jai Dixit,Male,60.0,Sales Executive,Kochi,2024-10-05,October,2024.0,Food,Swiggy,235.0,23359.0,13388.1,19974.0,1.01,Wallet,Completed,Yes,809.0,4.3,Low
8234,USR108234,Aarnav Bedi,Female,43.0,Teacher,Mumbai,2026-02-02,February,2026.0,Food,Airtel,5357.0,81418.0,49293.94,65725.0,6.58,UPI,Completed,Yes,526.0,3.5,Low
8235,USR108235,Rishi Varma,Male,49.0,Business Owner,Chennai,2024-02-11,September,2023.0,Healthcare,Apollo,4922.0,24083.0,12323.24,12172.0,26.53,Cash,Completed,Yes,610.0,4.5,Medium
8238,USR108238,Bimala Parmar,Female,31.0,Sales Executive,Mumbai,2024-02-11,May,2024.0,Food,Restaurant,7961.0,60039.0,16878.23,47297.0,7.44,Debit Card,Completed,No,661.0,2.9,Medium
8239,USR108239,Christopher Dutt,Male,26.0,Student,Bengaluru,2025-08-12,August,2025.0,Insurance,HDFC Ergo,1548.0,44807.0,24026.16,35984.0,7.44,UPI,Completed,Yes,733.0,3.6,Low
8240,USR108240,Mitesh Kota,Female,34.0,Software Engineer,Chennai,2025-05-18,May,2025.0,Food,Zomato,430.0,60039.0,44767.59,47297.0,7.44,Cash,Completed,No,702.0,2.5,Low
8241,USR108241,Gauri Vora,Female,25.0,Analyst,Mumbai,2023-01-04,January,2023.0,Food,Zomato,6239.0,59940.0,29442.98,43827.0,10.41,Wallet,Completed,Yes,678.0,3.8,Low
8242,USR108242,Isha Sachdev,Male,39.0,Doctor,Chennai,2025-10-27,October,2025.0,Utilities,Airtel,2132.0,101484.0,71138.39,92839.0,2.1,Wallet,Completed,Yes,775.0,3.8,Low
8243,USR108243,Nachiket Kothari,Female,33.0,Teacher,Mumbai,2023-07-07,July,2023.0,Food,Zomato,572.0,26931.0,13825.96,47297.0,2.12,UPI,Completed,No,527.0,4.2,Low
8244,USR108244,Yahvi Tripathi,Male,35.0,Sales Executive,Coimbatore,2023-07-29,July,2023.0,Food,Zomato,5336.0,47271.0,36600.59,32941.0,11.29,Cash,Completed,Yes,360.0,2.6,Low
8245,USR108245,Jonathan Goel,Male,19.0,Designer,Pune,2023-02-14,February,2023.0,Insurance,HDFC Ergo,1520.0,37861.0,21664.34,26169.0,4.01,Net Banking,Pending,Yes,671.0,4.8,Low
8247,USR108247,Kashvi Srinivas,Female,39.0,Sales Executive,Pune,2024-03-05,March,2024.0,Transport,Ola,4922.0,97172.0,55982.06,87082.0,3.74,Credit Card,Completed,Yes,591.0,3.0,Low
8248,USR108248,Nidra Wable,Female,36.0,Software Engineer,Bengaluru,2024-08-14,August,2024.0,Travel,Swiggy,3121.0,22143.0,11493.76,12331.0,14.09,Net Banking,Completed,No,626.0,3.3,Low
8249,USR108249,Raksha Merchant,Female,36.0,Teacher,Mumbai,2025-05-28,June,2025.0,Education,Swiggy,7560.0,99891.0,59127.66,85449.0,7.57,Net Banking,Completed,Yes,730.0,3.4,Low
8250,USR108250,Pratyush Soman,Female,42.0,Business Owner,Hyderabad,2023-11-27,November,2023.0,Utilities,Jio,4917.0,60039.0,29112.25,50271.0,8.14,Net Banking,Completed,Yes,463.0,3.6,Low
8251,USR100029,Faraj Ahuja,Female,55.0,Teacher,Mumbai,2025-07-20,July,2025.0,Healthcare,Pharmacy,2889.0,32341.0,15717.89,21566.0,8.93,Net Banking,Completed,No,626.0,3.8,Low
8252,USR108252,Kevin Bakshi,Female,29.0,Doctor,Chennai,2026-04-09,April,2026.0,Food,PVR,1044.0,60039.0,98712.58,47297.0,0.71,Cash,Completed,No,394.0,3.3,Low
8253,USR100029,Pratyush Soman,Female,24.0,Student,Hyderabad,2025-04-07,April,2025.0,Entertainment,Netflix,4922.0,78208.0,51255.5,69425.0,7.44,UPI,Completed,Yes,626.0,4.1,Low
8254,USR108254,Sanaya Dewan,Female,55.0,Sales Executive,Pune,2023-10-02,October,2023.0,Food,Airtel,6936.0,99889.0,36600.59,83851.0,6.94,UPI,Completed,Yes,626.0,3.8,Low
8255,USR108255,Ryan Chana,Female,53.0,Sales Executive,Mumbai,2026-01-19,January,2026.0,Transport,Uber,6492.0,60587.0,36600.59,45410.0,10.72,Wallet,Completed,Yes,503.0,3.8,Low
8256,USR108256,Amara Deo,Female,22.0,Teacher,Pune,2023-06-17,June,2024.0,Utilities,Airtel,5811.0,59972.0,37040.41,50751.0,9.69,Cash,Completed,Yes,498.0,3.8,Low
8257,USR108257,Abhiram Aurora,Female,46.0,Business Owner,Kochi,2023-05-24,May,2023.0,Food,LIC,5075.0,24903.0,12766.31,12465.0,20.38,UPI,Failed,Yes,748.0,4.8,Medium
8258,USR108258,Pratyush Soman,Female,50.0,Analyst,Hyderabad,2025-01-27,January,2025.0,Food,Swiggy,6547.0,97289.0,64189.43,85853.0,6.73,Cash,Completed,Yes,629.0,4.1,Low
8260,USR108260,Pranit Malhotra,Male,29.0,Doctor,Delhi,2024-02-11,January,2023.0,Food,Restaurant,4922.0,150584.0,84547.99,47297.0,1.97,Net Banking,Completed,Yes,410.0,5.0,Low
8262,USR108262,Kashvi Magar,Male,39.0,Student,Delhi,2025-10-07,June,2025.0,Healthcare,Pharmacy,2170.0,151032.0,103947.8,143903.0,1.44,Wallet,Completed,Yes,655.0,3.8,Low
8263,USR108263,Rohan Sahni,Female,44.0,Student,Pune,2026-06-11,June,2026.0,Shopping,Reliance,7123.0,101092.0,48793.01,47297.0,7.05,Wallet,Completed,Yes,626.0,3.4,Low
8264,USR108264,Pratyush Soman,Female,57.0,Student,Pune,2024-02-11,September,2023.0,Food,Zomato,7588.0,57939.0,34377.16,48235.0,13.1,UPI,Completed,No,626.0,3.8,Low
8265,USR108265,Sarthak Tandon,Male,29.0,Doctor,Kochi,2025-06-16,June,2025.0,Insurance,LIC,5236.0,34332.0,17077.2,24390.0,15.25,Debit Card,Completed,Yes,626.0,4.1,Low
8266,USR108266,Pratyush Soman,Male,40.0,Analyst,Mumbai,2023-11-04,November,2023.0,Shopping,Swiggy,6078.0,60039.0,46093.23,66631.0,7.62,Debit Card,Pending,Yes,435.0,3.0,Low
8269,USR108269,Amaira Pandit,Female,19.0,Business Owner,Hyderabad,2023-03-02,March,2024.0,Utilities,Swiggy,452.0,59043.0,32590.79,49417.0,0.77,Credit Card,Completed,Yes,352.0,2.8,Low
8270,USR108270,Noah Kanda,Male,40.0,Doctor,Mumbai,2024-02-08,February,2024.0,Food,Coursera,7045.0,60039.0,29766.5,29309.0,15.82,Wallet,Completed,Yes,626.0,2.6,Low
8272,USR108272,Adya Dalal,Female,28.0,Student,Delhi,2024-04-13,April,2024.0,Utilities,TNEB,3888.0,99511.0,68769.85,89804.0,7.44,Wallet,Completed,Yes,414.0,5.0,Low
8273,USR108273,Dayita Issac,Female,35.0,Business Owner,Pune,2024-12-25,December,2024.0,Travel,IndiGo,7076.0,60039.0,35914.73,49432.0,11.98,Cash,Completed,No,593.0,4.9,Low
